ncbigene_id	name	chr	start	stop
23015	GOLGA8A	15	34379067	34437807
23016	EXOSC7	3	44975290	45012667
23017	FAIM2	12	49866895	49903899
23019	CNOT1	16	58519950	58629825
23020	SNRNP200	2	96274337	96305545
23022	PALLD	4	168497038	168928440
23023	TMCC1	3	129647791	129893710
23024	PDZRN3	3	73382429	73624996
23025	UNC13A	19	17601327	17688353
23026	MYO16	13	108495728	109208004
23028	KDM1A	1	23019442	23083690
23029	RBM34	1	235131182	235161279
23030	KDM4B	19	4969086	5153602
23031	MAST3	19	18097777	18151691
23032	USP33	1	77695986	77759851
23033	DOP1A	6	83067670	83171350
23034	SAMD4A	14	54567096	54793314
23035	PHLPP2	16	71644923	71724700
23036	ZNF292	6	87155564	87265942
23037	PDZD2	5	31639130	32110931
23038	WDTC1	1	27234612	27308635
23039	XPO7	8	21919661	22006584
23040	MYT1L	2	1789112	2331387
23041	MON2	12	62466816	62600475
23042	PDXDC1	16	14974590	15153342
23043	TNIK	3	171058413	171460407
23046	KIF21B	1	200969389	201023713
23047	PDS5B	13	32586431	32778018
23048	FNBP1	9	129887186	130053845
23049	SMG1	16	18804857	18926427
23051	ZHX3	20	41178449	41317730
23052	ENDOD1	11	95089845	95132644
23053	ZSWIM8	10	73785576	73801792
23054	NCOA6	20	34714773	34825650
23057	NMNAT2	1	183248236	183418379
23059	CLUAP1	16	3500977	3539047
23060	ZNF609	15	64460349	64686067
23061	TBC1D9B	5	179862070	179907896
23062	GGA2	16	23463541	23510493
23063	WAPL	10	86435255	86521815
23064	SETX	9	132261355	132356725
23065	EMC1	1	19215659	19251523
23066	CAND2	3	12796653	12834817
23067	SETD1B	12	121803664	121832655
23070	CMTR1	6	37433213	37482843
23071	ERP44	9	99979184	100098999
23072	HECW1	7	43112579	43566000
23074	UHRF1BP1L	12	100026250	100142873
23075	SWAP70	11	9664076	9752992
23076	RRP1B	21	43659559	43696078
23077	MYCBP2	13	77044656	77327097
23078	VWA8	13	41566834	41961108
23080	AVL9	7	32495488	32588725
23081	KDM4C	9	6720862	7175647
23082	PPRC1	10	102120633	102150332
23085	ERC1	12	990029	1495932
23086	EXPH5	11	108505430	108607513
23087	TRIM35	8	27284885	27311271
23089	PEG10	7	94656324	94669694
23090	ZNF423	16	49487523	49857918
23091	ZC3H13	13	45954464	46052793
23092	ARHGAP26	5	142770369	143229010
23093	TTLL5	14	75661245	75955078
23094	SIPA1L3	19	37906821	38208368
23095	KIF1B	1	10210569	10381602
23096	IQSEC2	X	53225783	53321355
23097	CDK19	6	110609977	110816530
23098	SARM1	17	28371693	28404048
23099	ZBTB43	9	126804071	126838209
23101	MCF2L2	3	183176115	183428618
23102	TBC1D2B	15	77994984	78077710
23105	FSTL4	5	133194826	133842065
23107	MRPS27	5	72219402	72320239
23108	RAP1GAP2	17	2755685	3037740
23109	DDN	12	48995148	49001772
23111	SPART	13	36301637	36370179
23112	TNRC6B	22	40044833	40335807
23113	CUL9	6	43182169	43224586
23114	NFASC	1	204828651	205022821
23116	TOGARAM1	14	44962189	45074430
23117	NPIPB3	16	21402128	21425377
23118	TAB2	6	149217925	149411610
23119	HIC2	22	21417370	21451462
23120	ATP10B	5	160563119	160929410
23122	CLASP2	3	33496244	33718355
23125	CAMTA2	17	4967992	4988280
23126	POGZ	1	151402723	151459493
23127	COLGALT2	1	183929661	184037727
23129	PLXND1	3	129555213	129606675
23130	ATG2A	11	64894545	64917240
23131	GPATCH8	17	44395276	44503588
23132	RAD54L2	3	51538718	51668659
23133	PHF8	X	53936679	54048934
23135	KDM6B	17	7834209	7854795
23136	EPB41L3	18	5392385	5630662
23137	SMC5	9	70258961	70354872
23138	N4BP3	5	178113505	178127033
23139	MAST2	1	45786991	46036123
23140	ZZEF1	17	4004444	4143029
23141	ANKLE2	12	132725502	132761831
23142	DCUN1D4	4	51843131	51916836
23143	LRCH1	13	46553169	46753040
23144	ZC3H3	8	143437654	143549728
23145	SSPOP	7	149776041	149833964
23148	NACAD	7	45080431	45089451
23149	FCHO1	19	17747743	17788561
23150	FRMD4B	3	69168781	69541339
23151	GRAMD4	22	46576016	46682755
23152	CIC	19	42268529	42295795
23154	NCDN	1	35557798	35566778
23155	CLCC1	1	108929504	108963483
23157	SEPTIN6	X	119615723	119693195
23158	TBC1D9	4	140620781	140756384
23160	WDR43	2	28894666	28948218
23161	SNX13	7	17790760	17940506
23162	MAPK8IP3	16	1706182	1770350
23163	GGA3	17	75225463	75262362
23164	MPRIP	17	17042454	17192647
23165	NUP205	7	135557916	135648752
23166	STAB1	3	52495337	52524495
23167	EFR3A	8	131904092	132013641
23168	RTF1	15	41417103	41483562
23169	SLC35D1	1	66999349	67054422
23170	TTLL12	22	43166621	43187133
23171	GPD1L	3	32106619	32168714
23172	ABRAXAS2	10	124801802	124836669
23173	METAP1	4	98995692	99063108
23174	ZCCHC14	16	87406247	87493023
23175	LPIN1	2	11677543	11827408
23176	SEPTIN8	5	132750818	132778215
23177	CEP68	2	65056401	65087003
23178	PASK	2	241106098	241150263
23179	RGL1	1	183636093	183928531
23180	RFTN1	3	16315844	16513698
23181	DIP2A	21	46458890	46571225
23184	MESD	15	80946288	80989818
23185	LARP4B	10	806913	931899
23186	RCOR1	14	102592592	102730571
23187	PHLDB1	11	118606295	118658027
23189	KANK1	9	470294	746103
23190	UBXN4	2	135741854	135785055
23191	CYFIP1	15	22867051	22980897
23192	ATG4B	2	241637658	241673856
23193	GANAB	11	62624828	62646612
23194	FBXL7	5	15500179	15939795
23195	MDN1	6	89642497	89828020
23196	FAM120A	9	93451684	93566111
23197	FAF2	5	176448327	176510073
23198	PSME4	2	53864068	53970992
23199	GSE1	16	85169511	85676199
23200	ATP11B	3	182793503	182923009
23201	FAM168A	11	73400486	73598111
23203	PMPCA	9	136410657	136423760
23204	ARL6IP1	16	18791666	18801548
23205	ACSBG1	15	78167467	78234624
23207	PLEKHM2	1	15681505	15734768
23208	SYT11	1	155859501	155885198
23209	MLC1	22	50059390	50085874
23210	JMJD6	17	76712829	76726782
23211	ZC3H4	19	47064186	47114436
23212	RRS1	8	66429013	66430732
23213	SULF1	8	69466623	69660911
23214	XPO6	16	28097975	28212030
23215	PRRC2C	1	171485495	171593510
23216	TBC1D1	4	37891083	38139172
23217	ZFR2	19	3804023	3869037
23218	NBEAL2	3	46979665	47009703
23219	FBXO28	1	224114110	224162046
23220	DTX4	11	59171429	59208587
23221	RHOBTB2	8	22987250	23020198
23223	RRP12	10	97356356	97401369
23224	SYNE2	14	63761903	64226448
23225	NUP210	3	13316234	13420321
23228	PLCL2	3	16802690	17090605
23229	ARHGEF9	X	63634966	63785545
23230	VPS13A	9	77177352	77421536
23231	SEL1L3	4	25715909	25863565
23232	TBC1D12	10	94402428	94536331
23233	EXOC6B	2	72175983	72826032
23234	DNAJC9	10	73241953	73247254
23235	SIK2	11	111602448	111730854
23236	PLCB1	20	8132265	8884899
23237	ARC	8	142611048	142614478
23239	PHLPP1	18	62715444	62980432
23240	TMEM131L	4	153466345	153637607
23241	PACS2	14	105300717	105398146
23242	COBL	7	51016211	51316808
23243	ANKRD28	3	15667235	15859813
23244	PDS5A	4	39822862	39977910
23245	ASTN2	9	116423111	117415056
23246	BOP1	8	144262044	144291437
23247	KATNIP	16	27550127	27780370
23248	RPRD2	1	150364146	150476565
23250	ATP11A	13	112690033	112887167
23251	MINAR1	15	79411556	79472303
23252	OTUD3	1	19881707	19912944
23253	ANKRD12	18	9136766	9285984
23254	KAZN	1	13893385	15118042
23255	MTCL1	18	8705555	8832777
23256	SCFD1	14	30622253	30735849
23258	DENND5A	11	9138824	9265349
23259	DDHD2	8	38231584	38273921
23261	CAMTA1	1	6785451	7769705
23262	PPIP5K2	5	103120272	103212798
23263	MCF2L	13	112894377	113099741
23264	ZC3H7B	22	41301524	41360146
23265	EXOC7	17	76081015	76103786
23266	ADGRL2	1	81306103	81993931
23268	DNMBP	10	99875570	100009947
23269	MGA	15	41621224	41769939
23270	TSPYL4	6	116249963	116254074
23271	CAMSAP2	1	200738892	200860706
23272	TASOR	3	56620131	56683264
23274	CLEC16A	16	10944538	11193271
23275	POFUT2	21	45263927	45287913
23276	KLHL18	3	47282939	47346815
23277	CLUH	17	2689386	2712019
23279	NUP160	11	47778082	47848543
23281	MTUS2	13	28819962	29505946
23283	CSTF2T	10	51695485	51699594
23284	ADGRL3	4	61200325	62078334
23286	WWC1	5	168291644	168472302
23287	AGTPBP1	9	85546538	85742028
23288	IQCE	7	2558977	2614728
23291	FBXW11	5	171861548	172006637
23293	SMG6	17	2059838	2303835
23294	ANKS1A	6	34889254	35097991
23295	MGRN1	16	4624825	4690971
23299	BICD2	9	92711362	92764840
23300	ATMIN	16	81035841	81047349
23301	EHBP1	2	62673877	63046486
23302	WSCD1	17	6069115	6124426
23303	KIF13B	8	29067277	29263384
23304	UBR2	6	42563953	42693504
23305	ACSL6	5	131949972	132012067
23306	NEMP1	12	57055642	57088702
23307	FKBP15	9	113161005	113221324
23308	ICOSLG	21	44216978	44240942
23309	SIN3B	19	16829397	16880354
23310	NCAPD3	11	134150112	134225460
23312	DMXL2	15	51447787	51622832
23313	KIAA0930	22	45192243	45240893
23314	SATB2	2	199269499	199471265
23315	SLC9A8	20	49812827	49892241
23316	CUX2	12	111034164	111350555
23317	DNAJC13	3	132417501	132539031
23318	TUT4	1	52423274	52553462
23321	TRIM2	4	153152162	153339316
23322	RPGRIP1L	16	53598152	53703858
23324	MAN2B2	4	6575188	6623361
23325	WASHC4	12	105107725	105169133
23326	USP22	17	20999595	21043408
23327	NEDD4L	18	58044225	58401539
23328	SASH1	6	148193439	148552048
23329	TBC1D30	12	64759483	64881032
23331	TTC28	22	27978013	28679864
23332	CLASP1	2	121337775	121649461
23333	DPY19L1	7	34928880	35038040
23334	SZT2	1	43389883	43454246
23335	WDR7	18	56651358	57029797
23336	SYNM	15	99105068	99136585
23338	JADE2	5	134524152	134583227
23339	VPS39	15	42158700	42208330
23341	DNAJC16	1	15526693	15571986
23344	ESYT1	12	56128266	56144673
23345	SYNE1	6	152121686	152637394
23347	SMCHD1	18	2655725	2805016
23348	DOCK9	13	98793428	99086693
23349	PHF24	9	34810039	34982543
23350	U2SURP	3	143001569	143060724
23351	KHNYN	14	24423185	24441842
23352	UBR4	1	19074507	19214331
23353	SUN1	7	815556	874933
23354	HAUS5	19	35612734	35625354
23355	VPS8	3	184812142	185052613
23357	ANGEL1	14	76786008	76812881
23358	USP24	1	55066358	55215373
23359	FAM189A1	15	29117711	29675408
23360	FNBP4	11	47716493	47767459
23361	ZNF629	16	30778455	30787204
23362	PSD3	8	18527302	19086908
23363	OBSL1	2	219549407	219571572
23365	ARHGEF12	11	120336275	120489936
23366	KIAA0895	7	36324151	36390356
23367	LARP1	5	154682978	154817604
23368	PPP1R13B	14	103733194	103849326
23369	PUM2	2	20248690	20352252
23370	ARHGEF18	19	7348900	7476989
23371	TNS2	12	53046979	53064378
23373	CRTC1	19	18683620	18782332
23376	UFL1	6	96521805	96555275
23378	RRP8	11	6514829	6603677
23379	ICE1	5	5422672	5490219
23380	SRGAP2	1	206203540	206464435
23381	SMG5	1	156249223	156291515
23382	AHCYL2	7	129225029	129430210
23383	MAU2	19	19320606	19358753
23384	SPECC1L	22	24270830	24417737
23385	NCSTN	1	160343327	160358948
23386	NUDCD3	7	44379118	44490874
23387	SIK3	11	116843401	117098452
23389	MED13L	12	115958575	116277692
23390	ZDHHC17	12	76764114	76853700
23392	ECPAS	9	111360684	111484382
23394	ADNP	20	50888917	50931436
23395	LARS2	3	45388563	45549406
23396	PIP5K1C	19	3630180	3700485
23397	NCAPH	2	96335765	96377090
23398	PPWD1	5	65563294	65587548
23399	CTDNEP1	17	7243590	7251977
23400	ATP13A2	1	16985957	17011971
23401	FRAT2	10	97332496	97334728
23403	FBXO46	19	45710628	45733176
23404	EXOSC2	9	130693759	130704893
23405	DICER1	14	95086227	95158262
23406	COTL1	16	84565595	84618077
23408	SIRT5	6	13574216	13615157
23409	SIRT4	12	120291779	120313248
23410	SIRT3	11	215029	236930
23411	SIRT1	10	67884655	67918389
23412	COMMD3	10	22316387	22320305
23413	NCS1	9	130172403	130237302
23414	ZFPM2	8	105318437	105804538
23415	KCNH4	17	42156890	42181274
23416	KCNH3	12	49538540	49558336
23417	MLYCD	16	83899114	83927030
23418	CRB1	1	197201503	197478454
23420	NOMO1	16	14833720	14896156
23421	ITGB3BP	1	63440769	63529394
23423	TMED3	15	79311111	79413885
23424	TDRD7	9	97412095	97496124
23426	GRIP1	12	66347430	67069337
23428	SLC7A8	14	23125294	23183659
23429	RYBP	3	72374592	72446622
23430	TPSD1	16	1256068	1259007
23431	AP4E1	15	50908568	51005899
23432	GPR161	1	168079541	168137666
23433	RHOQ	2	46542408	46584687
23434	LINC01565	3	128571999	128576085
23435	TARDBP	1	11012653	11030527
23436	CELA3B	1	21977021	21989353
23437	TRS-AGA2-3	6	27495813	27495894
23438	HARS2	5	140691454	140699304
23439	ATP1B4	X	120362084	120383236
23440	OTP	5	77628711	77638712
23443	SLC35A3	1	99968400	100035633
23446	SLC44A1	9	105244607	105439774
23450	SF3B3	16	70523815	70577667
23451	SF3B1	2	197389783	197435092
23452	ANGPTL2	9	127087347	127122683
23456	ABCB10	1	229516581	229558987
23457	ABCB9	12	122917323	122975159
23460	ABCA6	17	69062043	69141926
23461	ABCA5	17	69244310	69327132
23462	HEY1	8	79764009	79767766
23463	ICMT	1	6221192	6235963
23464	GCAT	22	37807893	37817182
23466	CBX6	22	38861421	38872215
23467	NPTXR	22	38818451	38844027
23468	CBX5	12	54230941	54280121
23469	PHF3	6	63635801	63726010
23471	TRAM1	8	70573217	70608452
23473	CAPN7	3	15206245	15252915
23474	ETHE1	19	43506718	43527200
23475	QPRT	16	29670587	29698698
23476	BRD4	19	15235518	15332538
23478	SEC11A	15	84669543	84716138
23479	ISCU	12	108561462	108569383
23480	SEC61G	7	54752252	54759210
23481	PES1	22	30576624	30607012
23483	TGDS	13	94574053	94596273
23484	LEPROTL1	8	30095407	30138347
23491	CES3	16	66961265	66975148
23492	CBX7	22	39130771	39152679
23493	HEY2	6	125747638	125762242
23495	TNFRSF13B	17	16939080	16972117
23498	HAAO	2	42767086	42801001
23499	MACF1	1	39084166	39487137
23500	DAAM2	6	39792365	39904869
23503	ZFYVE26	14	67728891	67817292
23504	RIMBP2	12	130396132	130716298
23505	TMEM131	2	97756335	97996181
23506	BICRAL	6	42746986	42868557
23507	LRRC8B	1	89522625	89597860
23508	TTC9	14	70641915	70675365
23509	POFUT1	20	32207879	32238657
23510	KCTD2	17	75032570	75065885
23511	NUP188	9	128947698	129007095
23512	SUZ12	17	31937006	32001039
23513	SCRIB	8	143790924	143815772
23514	SPIDR	8	47260877	47736305
23515	MORC3	21	36320196	36376636
23516	SLC39A14	8	22367277	22434128
23517	MTREX	5	55307988	55425578
23518	R3HDM1	2	135531428	135725269
23519	ANP32D	12	48472558	48473621
23520	ANP32C	4	164196839	164197820
23521	RPL13A	19	49487607	49492307
23522	KAT6B	10	74824926	75032623
23523	CABIN1	22	24011191	24178627
23524	SRRM2	16	2750902	2771411
23526	ARHGAP45	19	1065958	1086627
23527	ACAP2	3	195274741	195443175
23528	ZNF281	1	200404950	200410035
23529	CLCF1	11	67364167	67374176
23530	NNT	5	43601091	43707395
23531	MMD	17	55392616	55421885
23532	PRAME	22	22547700	22559293
23533	PIK3R5	17	8878915	8965706
23534	TNPO3	7	128954184	129055110
23536	ADAT1	16	75596867	75623280
23538	OR52A1	11	5146823	5154756
23539	SLC16A8	22	38078136	38084183
23540	TRS-TGA4-1	6	27505827	27505908
23541	SEC14L2	22	30397017	30425302
23542	MAPK8IP2	22	50600792	50613977
23543	RBFOX2	22	35738735	36028891
23544	SEZ6L	22	26169461	26383595
23545	ATP6V0A2	12	123712352	123761754
23546	SYNGR4	19	48364266	48376376
23547	LILRA4	19	54333184	54339161
23548	TTC33	5	40711575	40755960
23549	DNPEP	2	219372042	219400006
23550	PSD4	2	113157398	113209390
23551	RASD2	22	35532805	35554002
23552	CDK20	9	87966440	87974707
23553	HYAL4	7	123763707	123877480
23554	TSPAN12	7	120787319	120858336
23555	TSPAN15	10	69451463	69549507
23556	PIGN	18	62041163	62187117
23557	SNAPIN	1	153658653	153661851
23558	WBP2	17	75845698	75856435
23559	WBP1	2	74458437	74460880
23560	GTPBP4	10	988433	1019931
23562	CLDN14	21	36460620	36576568
23563	CHST5	16	75528529	75536107
23564	DDAH2	6	31727039	31730262
23566	LPAR3	1	84811600	84893205
23567	ZNF346	5	177022686	177081188
23568	ARL2BP	16	57245258	57253634
23569	PADI4	1	17308194	17364003
23574	PRG1	19	43349055	43349547
23576	DDAH1	1	85318484	85578273
23580	CDC42EP4	17	73283623	73312000
23581	CASP14	19	15049479	15058292
23582	CCNDBP1	15	43185117	43197176
23583	SMUG1	12	54121273	54188984
23584	VSIG2	11	124747473	124752254
23585	TMEM50A	1	25338333	25362360
23586	DDX58	9	32455301	32526195
23587	ELP5	17	7251736	7259939
23588	KLHDC2	14	49767607	49786384
23589	CARHSP1	16	8852941	8869005
23590	PDSS1	10	26697423	26747245
23591	FAM215A	17	43917207	43917986
23592	LEMD3	12	65169582	65248354
23593	HEBP2	6	138403530	138422196
23594	ORC6	16	46689655	46698393
23595	ORC3	6	87590127	87677823
23596	OPN3	1	241593123	241640368
23597	ACOT9	X	23701054	23743275
23598	PATZ1	22	31325803	31346345
23600	AMACR	5	33986164	34008049
23601	CLEC5A	7	141927355	141947008
23603	CORO1C	12	108645108	108759954
23604	DAPK2	15	63907035	64046484
23605	HMGN2P9	22	43802542	43803540
23606	HMGN2P10	22	41709024	41709584
23607	CD2AP	6	47477745	47627262
23608	MKRN1	7	140453032	140479568
23609	MKRN2	3	12557086	12583712
23610	MKRN6P	6	35446209	35449864
23612	PHLDA3	1	201464277	201469187
23613	ZMYND8	20	47209213	47356698
23614	PPY2P	17	28247443	28248288
23615	PYY2	17	28226562	28228059
23616	SH3BP1	22	37639668	37656116
23617	TSSK2	22	19131307	19132621
23619	ZIM2	19	56774546	56840725
23620	NTSR2	2	11658118	11670205
23621	BACE1	11	117285697	117316255
23623	RUSC1	1	155320893	155331117
23624	CBLC	19	44777854	44800651
23625	FAM89B	11	65572537	65574189
23626	SPO11	20	57329756	57343992
23627	PRND	20	4721908	4728459
23629	BRD7P3	6	118501372	118503845
23630	KCNE5	X	109623699	109625171
23632	CA14	1	150257257	150265861
23633	KPNA6	1	32108042	32176562
23635	SSBP2	5	81412806	81751252
23636	NUP62	19	49906824	49929503
23637	RABGAP1	9	122931639	123104868
23639	DNAAF11	8	132570415	132685038
23640	HSPBP1	19	55262222	55280422
23641	LDOC1	X	141173234	141177128
23642	SNHG1	11	62851977	62855884
23643	LY96	8	73991274	74099806
23644	EDC4	16	67873051	67884498
23645	PPP1R15A	19	48872420	48876057
23646	PLD3	19	40348394	40378484
23647	ARFIP2	11	6476518	6481330
23648	SSBP3	1	54225431	54413478
23649	POLA2	11	65261916	65306268
23650	TRIM29	11	120111285	120138112
23654	PLXNB2	22	50274978	50307645
23657	SLC7A11	4	138164096	138242348
23658	LSM5	7	32485337	32495282
23659	PLA2G15	16	68245370	68261061
23660	ZKSCAN5	7	99504649	99534699
23666	UBBP4	17	22202994	22205155
23667	UBBP3	2	148863426	148863833
23668	UBBP2	1	217850258	217850730
23670	CEMIP2	9	71683365	71769531
23671	TMEFF2	2	191948299	192194932
23673	STX12	1	27773218	27824442
23676	SMPX	X	21705977	21758115
23677	SH3BP4	2	234952016	235055713
23678	SGK3	8	66712780	66862021
23679	SELENOWP1	1	31094588	31095637
23682	RAB38	11	87809489	88175503
23683	PRKD3	2	37250501	37324832
23704	KCNE4	2	223052189	223055636
23705	CADM1	11	115169235	115504427
23708	GSPT2	X	51743441	51746231
23710	GABARAPL1	12	10212876	10223127
23729	SHPK	17	3608239	3636249
23731	TMEM245	9	109015134	109119962
23732	FRRS1L	9	109130292	109167248
23738	OFD1P17	5	37208998	37212496
23741	EID1	15	48878133	48880172
23742	NPAP1	15	24675774	24683392
23743	BHMT2	5	79069766	79090068
23744	ATP5F1EP1	4	105532387	105532805
23746	AIPL1	17	6423737	6435120
23749	YME1L1P1	22	15489983	15492566
23751	TOP3BP1	22	22223185	22223664
23752	TSSK1A	22	19124873	19125886
23753	SDF2L1	22	21642301	21644298
23754	RPL32P5	22	17192847	17193357
23755	SIRPAP1	22	30542214	30544934
23756	RPS24P1	Y	12244744	12252123
23757	ARSFP1	Y	12252199	12258034
23758	SFPQP1	Y	13094803	13097724
23759	PPIL2	22	21666009	21700014
23760	PITPNB	22	27851668	27919262
23761	PISD	22	31618490	31662563
23762	OSBP2	22	30693781	30907812
23764	MAFF	22	38201993	38216510
23765	IL17RA	22	17084999	17115692
23766	GABARAPL3	15	90346526	90349446
23767	FLRT3	20	14322984	14337846
23768	FLRT2	14	85527371	85654427
23769	FLRT1	11	64035930	64127288
23770	FKBP8	19	18531762	18543572
23772	CSF2RBP1	22	36950529	36953723
23774	BRD1	22	49773277	49827872
23779	ARHGAP8	22	44752574	44862783
23780	APOL2	22	36226208	36239953
23781	AP1B1P2	22	32134027	32134128
23782	AP1B1P1	22	32121976	32133468
23783	ANKRD62P1-PARP4P3	22	16653707	16675539
23784	POTEH	22	15690025	15721630
23785	ABCD1P1	2	89763172	89767367
23786	BCL2L13	22	17628854	17730854
23787	MTCH1	6	36968134	36987170
23788	MTCH2	11	47604308	47642596
24137	KIF4A	X	70290103	70420885
24138	IFIT5	10	89414567	89420996
24139	EML2	19	45609395	45645628
24140	FTSJ1	X	48476020	48486363
24141	LAMP5	20	9514589	9530523
24142	NAA80	3	50296401	50299404
24144	TFIP11	22	26491239	26513590
24145	PANX1	11	94128840	94185595
24146	CLDN15	7	101232093	101238819
24147	FJX1	11	35618459	35620864
24148	PRPF6	20	63981131	64033099
24149	ZNF318	6	43336069	43369646
24150	TP53TG3	16	32673518	32676128
25758	KIAA1549L	11	33376107	33674101
25759	SHC2	19	416588	461032
25763	H2AP	X	37990778	37991313
25764	HYPK	15	43800420	43804426
25766	PRPF40B	12	49622716	49645128
25769	SLC24A2	9	19507451	20307887
25770	C22orf31	22	29058671	29073942
25771	TBC1D22A	22	46762630	47224974
25774	GSTT4	22	23988480	24005473
25775	YWHAH-AS1	22	31933520	31945365
25776	CBY1	22	38656637	38673849
25777	SUN2	22	38734726	38756013
25778	DSTYK	1	205142496	205211701
25780	RASGRP3	2	33436347	33564730
25782	RAB3GAP2	1	220148292	220272452
25786	DGCR11	22	19046161	19048374
25788	RAD54B	8	94371959	94475114
25789	TMEM59L	19	18612869	18621039
25790	CFAP45	1	159872363	159900164
25791	NGEF	2	232878685	233013255
25792	CIZ1	9	128166064	128204221
25793	FBXO7	22	32474681	32498828
25794	FSCN2	17	81513018	81537129
25796	PGLS	19	17511648	17521290
25797	QPCT	2	37344629	37373321
25798	BRI3	7	98281672	98322397
25799	ZNF324	19	58467079	58475435
25800	SLC39A6	18	36108530	36129867
25801	GCA	2	162318762	162377224
25802	LMOD1	1	201896455	201946547
25803	SPDEF	6	34537799	34556328
25804	LSM4	19	18306235	18323075
25805	BAMBI	10	28677520	28682931
25806	VAX2	2	70900550	70933916
25807	RHBDD3	22	29259851	29268212
25809	TTLL1	22	43039515	43089417
25812	POM121L1P	22	22631556	22644540
25813	SAMM50	22	43955441	43996528
25814	ATXN10	22	45671833	45845306
25816	TNFAIP8	5	119268758	119399687
25817	TAFA5	22	48489552	48751931
25818	KLK5	19	50943298	50953037
25819	NOCT	4	139015780	139045938
25820	ARIH1	15	72474329	72602986
25821	MTO1	6	73461736	73509235
25822	DNAJB5	9	34989744	34998899
25823	TPSG1	16	1221650	1226453
25824	PRDX5	11	64318120	64321810
25825	BACE2	21	41168159	41282529
25826	SNORD82	2	231460367	231460441
25827	FBXL2	3	33277024	33422697
25828	TXN2	22	36467035	36481671
25829	TMEM184B	22	38219290	38273012
25830	SULT4A1	22	43824508	43862512
25831	HECTD1	14	31100116	31207792
25832	NBPF14	1	148531384	148595716
25833	POU2F3	11	120236637	120319944
25834	MGAT4C	12	85955666	86838999
25836	NIPBL	5	36876768	37066412
25837	RAB26	16	2148143	2154164
25839	COG4	16	70480566	70523553
25840	METTL7A	12	50925014	50932507
25841	ABTB2	11	34150986	34358009
25842	ASF1A	6	118894151	118909170
25843	MOB4	2	197515553	197553698
25844	YIPF3	6	43511831	43516925
25845	PP7080	5	470509	472964
25847	ANAPC13	3	134477703	134486022
25849	PARM1	4	74933115	75050112
25850	ZNF345	19	36850349	36893217
25851	TECPR1	7	98214623	98252234
25852	ARMC8	3	138187247	138298388
25853	DCAF12	9	34086386	34126697
25854	FAM149A	4	186104703	186175336
25855	BRMS1	11	66337332	66345124
25858	CATSPERZ	11	64300357	64304769
25859	PART1	5	60487712	60547656
25861	WHRN	9	114402077	114505499
25862	USP49	6	41789895	41895374
25864	ABHD14A	3	51975063	51981195
25865	PRKD2	19	46674315	46717113
25870	SUMF2	7	56064006	56080669
25871	NEPRO	3	113002443	113019720
25873	RPL36	19	5690294	5691874
25874	MPC2	1	167916674	167937071
25875	LETMD1	12	51048219	51068957
25876	SPEF1	20	3777503	3781447
25878	MXRA5	X	3308564	3346651
25879	DCAF13	8	103415385	103443452
25880	TMEM186	16	8795179	8797638
25884	CHRDL2	11	74696428	74731425
25885	POLR1A	2	86020215	86105885
25886	POC1A	3	52075225	52154422
25888	ZNF473	19	50026004	50048775
25890	ABI3BP	3	100749155	100993507
25891	PAMR1	11	35431826	35530299
25893	TRIM58	1	247857186	247880137
25894	PLEKHG4	16	67277819	67289484
25895	EEF1AKMT3	12	57772613	57782540
25896	INTS7	1	211940327	212035556
25897	RNF19A	8	100257061	100336203
25898	RCHY1	4	75479032	75514714
25900	IFFO1	12	6538960	6556096
25901	CCDC28A	6	138773768	138793318
25902	MTHFD1L	6	150865683	151101886
25903	OLFML2B	1	161983191	162023868
25904	CNOT10	3	32685187	32773874
25906	ANAPC15	11	72106371	72112779
25907	TMEM158	3	45224465	45226286
25909	AHCTF1	1	246839097	246931947
25911	DPCD	10	101588320	101609661
25912	C1orf43	1	154206719	154220589
25913	POT1	7	124822385	124929824
25914	RTTN	18	70003030	70205725
25915	NDUFAF3	3	49020451	49023494
25917	THUMPD3	3	9362861	9386790
25920	NELFB	9	137255326	137273541
25921	ZDHHC5	11	57668039	57701186
25923	ATL3	11	63624081	63671973
25924	MYRIP	3	39808913	40260320
25925	ZNF521	18	25061923	25352193
25926	NOL11	17	67717935	67744530
25927	CNRIP1	2	68284170	68319948
25928	SOSTDC1	7	16461480	16465737
25929	GEMIN5	5	154887410	154938210
25930	PTPN23	3	47381000	47413434
25932	CLIC4	1	24745446	24844320
25934	NIPSNAP3A	9	104747682	104760119
25936	NSL1	1	212726152	212798899
25937	WWTR1	3	149517234	149724787
25938	HEATR5A	14	31291787	31420549
25939	SAMHD1	20	36889772	36951707
25940	FAM98A	2	33583659	33599298
25941	TPGS2	18	36777646	36829002
25942	SIN3A	15	75369378	75455818
25943	DNAAF9	20	3249301	3407668
25945	NECTIN3	3	111071763	111201443
25946	ZNF385A	12	54369133	54391609
25948	KBTBD2	7	32868171	32892143
25949	SYF2	1	25222275	25232501
25950	RWDD3	1	95234154	95247224
25953	PNKD	2	218270484	218346792
25956	SEC31B	10	100486646	100519860
25957	PNISR	6	99398049	99426305
25959	KANK2	19	11164269	11197864
25960	ADGRA2	8	37796882	37844895
25961	NUDT13	10	73110454	73131826
25962	VIRMA	8	94487688	94553468
25963	TMEM87A	15	42210446	42273583
25966	C2CD2	21	41885109	41954017
25970	SH2B1	16	28846605	28874204
25972	UNC50	2	98608588	98618514
